 ;SENS 040 / Insolation / Mean Values  [W/m^2]0,
7:15 PM/ 7,
7:30 PM/ 7,
7:45 PM/ 7,
8:00 PM/ 7,
8:15 PM/ 7,
8:30 PM/ 7,
8:45 PM/ 7,
9:00 PM/ 7,
9:15 PM/ 7,
9:30 PM/ 7,
9:45 PM/ 7,
10:00 PM/ 7,
10:15 PM/ 7,
10:30 PM/ 7,
10:45 PM/ 7,
11:00 PM/ 7,
11:15 PM/ 7,
11:30 PM/ 7,
11:45 PM/ 7,
12:00 AM/ 8,
12:15 AM/ 8,
12:30 AM/ 8,
12:45 AM/ 8,
1:00 AM/ 8,
1:15 AM/ 8,
1:30 AM/ 8,
1:45 AM/ 8,
2:00 AM/ 8,
2:15 AM/ 8,
2:30 AM/ 8,
2:45 AM/ 8,
3:00 AM/ 8,
3:15 AM/ 8,
3:30 AM/ 8,
3:45 AM/ 8,
4:00 AM/ 8,
4:15 AM/ 8,
4:30 AM/ 8,
4:45 AM/ 8,
5:00 AM/ 8,
5:15 AM/ 8,
5:30 AM/ 8,
5:45 AM/ 8,
6:00 AM/ 8,
6:15 AM/ 8,
6:30 AM/ 8,
6:45 AM/ 8,
7:00 AM/ 8,
7:15 AM/ 8,
7:30 AM/ 8,
7:45 AM/ 8,
8:00 AM/ 8,
8:15 AM/ 8,
8:30 AM/ 8,
8:45 AM/ 8,
9:00 AM/ 8,
9:15 AM/ 8,
9:30 AM/ 8,
9:45 AM/ 8,
10:00 AM/ 8,
10:15 AM/ 8,
10:30 AM/ 8,
10:45 AM/ 8,
11:00 AM/ 8,
11:15 AM/ 8,
11:30 AM/ 8,
11:45 AM/ 8,
12:00 PM/ 8,
12:15 PM/ 8,
12:30 PM/ 8,
12:45 PM/ 8,
1:00 PM/ 8,
1:15 PM/ 8,
1:30 PM/ 8,
1:45 PM/ 8,
2:00 PM/ 8,
2:15 PM/ 8,
2:30 PM/ 8,
2:45 PM/ 8,
3:00 PM/ 8,
3:15 PM/ 8,
3:30 PM/ 8,
3:45 PM/ 8,
4:00 PM/ 8,
4:15 PM/ 8,
4:30 PM/ 8,
4:45 PM/ 8,
5:00 PM/ 8,
5:15 PM/ 8,
5:30 PM/ 8,
5:45 PM/ 8,
6:00 PM/ 8,
6:15 PM/ 8,
6:30 PM/ 8,
6:45 PM/ 8,
7:00 PM/ 8,
7:15 PM/ 8,
7:30 PM/ 8,
7:45 PM/ 8,
8:00 PM/ 8,
8:15 PM/ 8,
8:30 PM/ 8,
8:45 PM/ 8,
9:00 PM/ 8,
9:15 PM/ 8,
9:30 PM/ 8,
9:45 PM/ 8,
10:00 PM/ 8,
10:15 PM/ 8,
10:30 PM/ 8,
10:45 PM/ 8,
11:00 PM/ 8,
11:15 PM/ 8,
11:30 PM/ 8,
11:45 PM/ 8,
12:00 AM/ 9,
12:15 AM/ 9,
12:30 AM/ 9,
12:45 AM/ 9,
1:00 AM/ 9,
1:15 AM/ 9,
1:30 AM/ 9,
1:45 AM/ 9,
2:00 AM/ 9,
2:15 AM/ 9,
2:30 AM/ 9,
2:45 AM/ 9,
3:00 AM/ 9,
3:15 AM/ 9,
3:30 AM/ 9,
3:45 AM/ 9,
4:00 AM/ 9,
4:15 AM/ 9,
4:30 AM/ 9,
4:45 AM/ 9,
5:00 AM/ 9,
5:15 AM/ 9,
5:30 AM/ 9,
5:45 AM/ 9,
6:00 AM/ 9,
6:15 AM/ 9,
6:30 AM/ 9,
6:45 AM/ 9,
7:00 AM/ 9,
7:15 AM/ 9,
7:30 AM/ 9,
7:45 AM/ 9,
8:00 AM/ 9,
8:15 AM/ 9,
8:30 AM/ 9,
8:45 AM/ 9,
9:00 AM/ 9,
9:15 AM/ 9,
9:30 AM/ 9,
9:45 AM/ 9,
10:00 AM/ 9,
10:15 AM/ 9,
10:30 AM/ 9,
10:45 AM/ 9,
11:00 AM/ 9,
11:15 AM/ 9,
11:30 AM/ 9,
11:45 AM/ 9,
12:00 PM/ 9,
12:15 PM/ 9,
12:30 PM/ 9,
12:45 PM/ 9,
1:00 PM/ 9,
1:15 PM/ 9,
1:30 PM/ 9,
1:45 PM/ 9,
2:00 PM/ 9,
2:15 PM/ 9,
2:30 PM/ 9,
2:45 PM/ 9,
3:00 PM/ 9,
3:15 PM/ 9,
3:30 PM/ 9,
3:45 PM/ 9,
4:00 PM/ 9,
4:15 PM/ 9,
4:30 PM/ 9,
4:45 PM/ 9,
5:00 PM/ 9,
5:15 PM/ 9,
5:30 PM/ 9,
5:45 PM/ 9,
6:00 PM/ 9,
6:15 PM/ 9,
6:30 PM/ 9,
6:45 PM/ 9,
7:00 PM/ 9,
7:15 PM/ 9,
7:30 PM/ 9,
7:45 PM/ 9,
8:00 PM/ 9,
8:15 PM/ 9,
8:30 PM/ 9,
8:45 PM/ 9,
9:00 PM/ 9,
9:15 PM/ 9,
9:30 PM/ 9,
9:45 PM/ 9,
10:00 PM/ 9,
10:15 PM/ 9,
10:30 PM/ 9,
10:45 PM/ 9,
11:00 PM/ 9,
11:15 PM/ 9,
11:30 PM/ 9,
11:45 PM/ 9,
12:00 AM/ 10,
12:15 AM/ 10,
12:30 AM/ 10,
12:45 AM/ 10,
1:00 AM/ 10,
1:15 AM/ 10,
1:30 AM/ 10,
1:45 AM/ 10,
2:00 AM/ 10,
2:15 AM/ 10,
2:30 AM/ 10,
2:45 AM/ 10,
3:00 AM/ 10,
3:15 AM/ 10,
3:30 AM/ 10,
3:45 AM/ 10,
4:00 AM/ 10,
4:15 AM/ 10,
4:30 AM/ 10,
4:45 AM/ 10,
5:00 AM/ 10,
5:15 AM/ 10,
5:30 AM/ 10,
5:45 AM/ 10,
6:00 AM/ 10,
6:15 AM/ 10,
6:30 AM/ 10,
6:45 AM/ 10,
7:00 AM/ 10,
7:15 AM/ 10,
7:30 AM/ 10,
7:45 AM/ 10,
8:00 AM/ 10,
8:15 AM/ 10,
8:30 AM/ 10,
8:45 AM/ 10,
9:00 AM/ 10,
9:15 AM/ 10,
9:30 AM/ 10,
9:45 AM/ 10,
10:00 AM/ 10,
10:15 AM/ 10,
10:30 AM/ 10,
10:45 AM/ 10,
11:00 AM/ 10,
11:15 AM/ 10,
11:30 AM/ 10,
11:45 AM/ 10,
12:00 PM/ 10,
12:15 PM/ 10,
12:30 PM/ 10,
12:45 PM/ 10,
1:00 PM/ 10,
1:15 PM/ 10,
1:30 PM/ 10,
1:45 PM/ 10,
2:00 PM/ 10,
2:15 PM/ 10,
2:30 PM/ 10,
2:45 PM/ 10,
3:00 PM/ 10,
3:15 PM/ 10,
3:30 PM/ 10,
3:45 PM/ 10,
4:00 PM/ 10,
4:15 PM/ 10,
4:30 PM/ 10,
4:45 PM/ 10,
5:00 PM/ 10,
5:15 PM/ 10,
5:30 PM/ 10,
5:45 PM/ 10,
6:00 PM/ 10,
6:15 PM/ 10,
6:30 PM/ 10,
6:45 PM/ 10,
7:00 PM/ 10,
7:15 PM/ 10,
7:30 PM/ 10,
7:45 PM/ 10,
8:00 PM/ 10,
8:15 PM/ 10,
8:30 PM/ 10,
8:45 PM/ 10,
9:00 PM/ 10,
9:15 PM/ 10,
9:30 PM/ 10,
9:45 PM/ 10,
10:00 PM/ 10,
10:15 PM/ 10,
10:30 PM/ 10,
10:45 PM/ 10,
11:00 PM/ 10,
11:15 PM/ 10,
11:30 PM/ 10,
11:45 PM/ 10,
12:00 AM/ 11,
12:15 AM/ 11,
12:30 AM/ 11,
12:45 AM/ 11,
1:00 AM/ 11,
1:15 AM/ 11,
1:30 AM/ 11,
1:45 AM/ 11,
2:00 AM/ 11,
2:15 AM/ 11,
2:30 AM/ 11,
2:45 AM/ 11,
3:00 AM/ 11,
3:15 AM/ 11,
3:30 AM/ 11,
3:45 AM/ 11,
4:00 AM/ 11,
4:15 AM/ 11,
4:30 AM/ 11,
4:45 AM/ 11,
5:00 AM/ 11,
5:15 AM/ 11,
5:30 AM/ 11,
5:45 AM/ 11,
6:00 AM/ 11,
6:15 AM/ 11,
6:30 AM/ 11,
6:45 AM/ 11,
7:00 AM/ 11,
7:15 AM/ 11,
7:30 AM/ 11,
7:45 AM/ 11,
8:00 AM/ 11,
8:15 AM/ 11,
8:30 AM/ 11,
8:45 AM/ 11,
9:00 AM/ 11,
9:15 AM/ 11,
9:30 AM/ 11,
9:45 AM/ 11,
10:00 AM/ 11,
10:15 AM/ 11,
10:30 AM/ 11,
10:45 AM/ 11,
11:00 AM/ 11,
11:15 AM/ 11,
11:30 AM/ 11,
11:45 AM/ 11,
12:00 PM/ 11,
12:15 PM/ 11,
12:30 PM/ 11,
12:45 PM/ 11,
1:00 PM/ 11,
1:15 PM/ 11,
1:30 PM/ 11,
1:45 PM/ 11,
2:00 PM/ 11,
2:15 PM/ 11,
2:30 PM/ 11,
2:45 PM/ 11,
3:00 PM/ 11,
3:15 PM/ 11,
3:30 PM/ 11,
3:45 PM/ 11,
4:00 PM/ 11,
4:15 PM/ 11,
4:30 PM/ 11,
4:45 PM/ 11,
5:00 PM/ 11,
5:15 PM/ 11,
5:30 PM/ 11,
5:45 PM/ 11,
6:00 PM/ 11,
6:15 PM/ 11,
6:30 PM/ 11,
6:45 PM/ 11,
7:00 PM/ 11,
7:15 PM/ 11,
7:30 PM/ 11,
7:45 PM/ 11,
8:00 PM/ 11,
8:15 PM/ 11,
8:30 PM/ 11,
8:45 PM/ 11,
9:00 PM/ 11,
9:15 PM/ 11,
9:30 PM/ 11,
9:45 PM/ 11,
10:00 PM/ 11,
10:15 PM/ 11,
10:30 PM/ 11,
10:45 PM/ 11,
11:00 PM/ 11,
11:15 PM/ 11,
11:30 PM/ 11,
11:45 PM/ 11,
12:00 AM/ 12,
12:15 AM/ 12,
12:30 AM/ 12,
12:45 AM/ 12,
1:00 AM/ 12,
1:15 AM/ 12,
1:30 AM/ 12,
1:45 AM/ 12,
2:00 AM/ 12,
2:15 AM/ 12,
2:30 AM/ 12,
2:45 AM/ 12,
3:00 AM/ 12,
3:15 AM/ 12,
3:30 AM/ 12,
3:45 AM/ 12,
4:00 AM/ 12,
4:15 AM/ 12,
4:30 AM/ 12,
4:45 AM/ 12,
5:00 AM/ 12,
5:15 AM/ 12,
5:30 AM/ 12,
5:45 AM/ 12,
6:00 AM/ 12,
6:15 AM/ 12,
6:30 AM/ 12,
6:45 AM/ 12,
7:00 AM/ 12,
7:15 AM/ 12,
7:30 AM/ 12,
7:45 AM/ 12,
8:00 AM/ 12,
8:15 AM/ 12,
8:30 AM/ 12,
8:45 AM/ 12,
9:00 AM/ 12,
9:15 AM/ 12,
9:30 AM/ 12,
9:45 AM/ 12,
10:00 AM/ 12,
10:15 AM/ 12,
10:30 AM/ 12,
10:45 AM/ 12,
11:00 AM/ 12,
11:15 AM/ 12,
11:30 AM/ 12,
11:45 AM/ 12,
12:00 PM/ 12,
12:15 PM/ 12,
12:30 PM/ 12,
12:45 PM/ 12,
1:00 PM/ 12,
1:15 PM/ 12,
1:30 PM/ 12,
1:45 PM/ 12,
2:00 PM/ 12,
2:15 PM/ 12,
2:30 PM/ 12,
2:45 PM/ 12,
3:00 PM/ 12,
3:15 PM/ 12,
3:30 PM/ 12,
3:45 PM/ 12,
4:00 PM/ 12,
4:15 PM/ 12,
4:30 PM/ 12,
4:45 PM/ 12,
5:00 PM/ 12,
5:15 PM/ 12,
5:30 PM/ 12,
5:45 PM/ 12,
6:00 PM/ 12,
6:15 PM/ 12,
6:30 PM/ 12,
6:45 PM/ 12,
7:00 PM/ 12,
7:15 PM/ 12,
7:30 PM/ 12,
7:45 PM/ 12,
8:00 PM/ 12,
8:15 PM/ 12,
8:30 PM/ 12,
8:45 PM/ 12,
9:00 PM/ 12,
9:15 PM/ 12,
9:30 PM/ 12,
9:45 PM/ 12,
10:00 PM/ 12,
10:15 PM/ 12,
10:30 PM/ 12,
10:45 PM/ 12,
11:00 PM/ 12,
11:15 PM/ 12,
11:30 PM/ 12,
11:45 PM/ 12,
12:00 AM/ 13,
