datetime,irradiation(t-24hr)(W/m^2),Power(t-24hr)(W),Predicted(W),Actual(W),error(W)
23-05-17 23,0.0128205,0,-19.943094,0,-19.94309425
24-05-17 00,0,0,-24.7945,0,-24.79450035
24-05-17 01,0,0,-22.856138,0,-22.85613823
24-05-17 02,0,0,-15.853052,0,-15.85305214
24-05-17 03,0.019119502,0,-9.99846,0,-9.998459816
24-05-17 04,0.026582085,0,-7.570242,0,-7.570241928
24-05-17 05,14.67250309,53.51631514,-12.757954,0,-12.75795364
24-05-17 06,59.41251032,254.8262056,-22.397509,0,-22.39750862
24-05-17 07,190.5902734,832.5622449,-20.993889,7.14366477,-28.13755362
24-05-17 08,512.4986075,2418.486549,72.83185,135.1160365,-62.28418832
24-05-17 09,733.0131691,3270.720624,458.1103,485.1204704,-27.01017991
24-05-17 10,889.6564346,3748.194431,1260.1388,1997.531488,-737.3926938
24-05-17 11,795.1290302,3287.794618,1899.9503,3075.144106,-1175.193788
24-05-17 12,610.3241689,2637.198238,2216.7905,1918.152877,298.6376501
24-05-17 13,975.0217738,3945.70623,2465.3713,1996.267549,469.1037891
24-05-17 14,622.9762975,2634.090524,2599.4216,1474.420921,1125.00071
24-05-17 15,537.1869723,2351.41899,2575.9866,1248.456754,1327.529818
24-05-17 16,330.8571182,1557.677134,2173.1685,1141.414301,1031.754156
24-05-17 17,189.8371307,923.176834,1619.659,1215.372398,404.2866592
24-05-17 18,125.985909,589.2416349,1017.2921,1040.74039,-23.44827584
24-05-17 19,44.54777156,171.5062293,543.9184,752.2286678,-208.3102718
24-05-17 20,6.806071131,16.83290233,248.73515,475.807894,-227.0727408
24-05-17 21,0.006410538,0,18.890272,225.6031244,-206.7128522
24-05-17 22,0.012443369,0,-13.922585,16.92544861,-30.84803315
24-05-17 23,0.006095673,0,-20.709768,0,-20.7097683
25-05-17 00,0,0,-20.182713,0,-20.18271255
25-05-17 01,0,0,-19.338667,0,-19.33866692
25-05-17 02,0,0,-18.8296,0,-18.82959938
25-05-17 03,0,0,-18.935541,0,-18.93554115
25-05-17 04,0,0,-22.785511,0,-22.78551102
25-05-17 05,3.27523526,0,-22.583057,0,-22.5830574
25-05-17 06,17.60495984,62.63645432,-25.24866,0,-25.24865913
25-05-17 07,48.60658999,219.7840338,-15.138877,65.22421058,-80.36308749
25-05-17 08,90.0580788,424.0845218,159.7208,316.953084,-157.2322894
25-05-17 09,113.8706764,545.0267835,603.04095,1290.703316,-687.662361
25-05-17 10,119.9316565,567.2270604,1646.6597,2577.885002,-931.2253342
25-05-17 11,184.3259614,894.8463063,2398.498,3168.060906,-769.562859
25-05-17 12,292.2166429,1399.533184,2400.9536,3986.382723,-1585.42911
25-05-17 13,417.654759,1993.937065,2488.315,4102.809442,-1614.494501
25-05-17 14,257.5668006,1253.778345,2330.087,4059.046504,-1728.95959
25-05-17 15,139.7723624,681.6569045,2145.861,2269.852994,-123.9919096
25-05-17 16,60.86368489,276.7085464,1892.294,1993.135679,-100.8417333
25-05-17 17,38.07785946,161.0327563,1569.2496,812.7287219,756.5209119
25-05-17 18,31.0455866,130.3798069,1094.4785,599.5045977,494.973918
25-05-17 19,15.69579016,57.35933555,644.75507,1013.695163,-368.9400974
25-05-17 20,2.262080759,2.221932952,325.18854,478.6655946,-153.477057
25-05-17 21,0.27572804,0,170.07973,158.9991053,11.08062185
25-05-17 22,0.25730014,0,3.898765,49.59109089,-45.6923258
25-05-17 23,0.356180758,0,-18.88154,0,-18.8815403
26-05-17 00,0.197290892,0,-24.007217,0,-24.00721741
26-05-17 01,0.072405167,0,-21.774641,0,-21.77464104
26-05-17 02,0.057738987,0,-18.566439,0,-18.56643867
26-05-17 03,0.066376717,0,-15.734885,0,-15.73488522
26-05-17 04,0.026166719,0,-14.898524,0,-14.89852428
26-05-17 05,3.161460239,7.14366477,-20.1263,0,-20.12630081
26-05-17 06,31.76333332,135.1160365,-23.20865,0,-23.20865059
26-05-17 07,101.2795589,485.1204704,73.80326,32.48770116,41.31555964
26-05-17 08,418.639271,1997.531488,316.37595,300.8683659,15.50758019
26-05-17 09,661.7663211,3075.144106,1156.0353,1367.280376,-211.2450979
26-05-17 10,418.9557532,1918.152877,2119.8462,2679.516305,-559.6701133
26-05-17 11,437.4900342,1996.267549,2574.3037,3529.371231,-955.0675199
26-05-17 12,306.2519886,1474.420921,3061.2742,3722.272761,-660.9985911
26-05-17 13,255.8750744,1248.456754,3297.7358,3495.324236,-197.5883959
26-05-17 14,237.6301754,1141.414301,3324.7666,3961.063851,-636.2972494
26-05-17 15,248.9904262,1215.372398,2632.8625,3764.65109,-1131.788541
26-05-17 16,214.289867,1040.74039,2209.7898,3565.626134,-1355.836339
26-05-17 17,154.4454767,752.2286678,1471.9888,2930.518083,-1458.529313
26-05-17 18,98.09263236,475.807894,871.9483,2033.732457,-1161.784154
26-05-17 19,51.65143613,225.6031244,583.47833,966.9379694,-383.4596369
26-05-17 20,5.384973011,16.92544861,237.57884,246.2018397,-8.622997488
26-05-17 21,0,0,74.679214,131.7415842,-57.06236972
26-05-17 22,0.013088093,0,10.630411,33.33905889,-22.70864774
26-05-17 23,0,0,-18.084127,0,-18.08412743
27-05-17 00,0,0,-21.935213,0,-21.93521309
27-05-17 01,0.006469579,0,-18.367792,0,-18.36779213
27-05-17 02,0.150362823,0,-12.749221,0,-12.74922085
27-05-17 03,0.149762602,0,-9.49781,0,-9.497810364
27-05-17 04,0.131240527,0,-8.684364,0,-8.684364319
27-05-17 05,17.75072443,65.22421058,-18.427732,0,-18.42773247
27-05-17 06,100.5506336,316.953084,-24.79534,0,-24.79533958
27-05-17 07,299.4524684,1290.703316,39.347725,39.13524907,0.212475842
27-05-17 08,546.129556,2577.885002,267.99487,310.2499474,-42.2550743
27-05-17 09,695.5146901,3168.060906,1130.9716,1347.216525,-216.244967
27-05-17 10,938.8351831,3986.382723,2189.1973,2648.643917,-459.446651
27-05-17 11,1000.268466,4102.809442,2894.7817,3532.278995,-637.4972572
27-05-17 12,1017.281299,4059.046504,3232.6975,4073.854741,-841.1572314
27-05-17 13,529.8855714,2269.852994,3160.5396,4281.241597,-1120.702046
27-05-17 14,442.6074318,1993.135679,3226.8699,4283.491117,-1056.621244
27-05-17 15,177.1558686,812.7287219,3043.0552,4051.009898,-1007.954722
27-05-17 16,128.5909115,599.5045977,2759.426,3610.029769,-850.6037436
27-05-17 17,198.3798518,1013.695163,2265.5889,2935.474981,-669.8861136
27-05-17 18,101.8458517,478.6655946,1584.3722,2032.379838,-448.0076455
27-05-17 19,41.21011331,158.9991053,829.8824,966.9863123,-137.103927
27-05-17 20,14.7945816,49.59109089,270.1811,248.6311425,21.54994876
27-05-17 21,0,0,71.788826,163.8509625,-92.06213649
27-05-17 22,0,0,14.824648,83.13590839,-68.31126048
27-05-17 23,0,0,-13.532698,0.004062066,-13.53675974
28-05-17 00,0.00669424,0,-21.558146,0,-21.55814552
28-05-17 01,0,0,-23.064949,0,-23.06494904
28-05-17 02,0,0,-18.902847,0,-18.90284729
28-05-17 03,0.091819873,0,-10.195953,0,-10.19595337
28-05-17 04,0.090339356,0,-5.464845,0,-5.464845181
28-05-17 05,14.11133584,32.48770116,-6.43586,0,-6.435860157
28-05-17 06,106.6752392,300.8683659,-18.53357,0,-18.53356934
28-05-17 07,326.0789764,1367.280376,28.554874,45.0536718,-16.49879738
28-05-17 08,578.8376614,2679.516305,258.1458,334.557263,-76.41145004
28-05-17 09,799.9044992,3529.371231,1069.492,577.1036008,492.3883425
28-05-17 10,876.224701,3722.272761,2034.9877,1770.238937,264.7487335
28-05-17 11,846.044359,3495.324236,2719.0608,2067.713451,651.3473397
28-05-17 12,992.0370615,3961.063851,3196.0361,1661.165713,1534.87042
28-05-17 13,938.6055883,3764.65109,3472.022,1262.93609,2209.085883
28-05-17 14,867.6998811,3565.626134,3445.3298,3681.086656,-235.7568219
28-05-17 15,673.4017639,2930.518083,3191.4216,3751.911985,-560.4903539
28-05-17 16,432.0380371,2033.732457,2809.1526,3126.471572,-317.3189841
28-05-17 17,183.4726804,966.9379694,2275.4067,2476.865188,-201.4584493
28-05-17 18,59.02956548,246.2018397,1568.9781,1539.084361,29.89378802
28-05-17 19,38.06066584,131.7415842,813.81116,110.9881785,702.8229788
28-05-17 20,13.3532243,33.33905889,228.11334,0,228.1133423
28-05-17 21,0,0,69.81744,139.7525433,-69.93510711
28-05-17 22,0,0,35.515835,54.42221527,-18.90638047
28-05-17 23,0,0,-9.675848,0,-9.675848007
29-05-17 00,0,0,-19.333359,0,-19.33335876
29-05-17 01,0,0,-22.38647,0,-22.38647079
29-05-17 02,0,0,-19.143934,0,-19.14393425
29-05-17 03,0,0,-10.52618,0,-10.52618027
29-05-17 04,0.044450912,0,-4.556529,0,-4.556529045
29-05-17 05,15.37966195,39.13524907,-4.526175,0,-4.526175022
29-05-17 06,105.3203125,310.2499474,-14.667358,0,-14.6673584
29-05-17 07,320.1842015,1347.216525,29.664316,58.78696092,-29.12264474
29-05-17 08,572.8102561,2648.643917,253.40273,346.5509861,-93.14826087
29-05-17 09,795.5140009,3532.278995,831.59955,1158.935659,-327.3361102
29-05-17 10,956.2331926,4073.854741,1807.1254,2383.147338,-576.0219713
29-05-17 11,1045.288423,4281.241597,2373.238,3146.837265,-773.599228
29-05-17 12,1060.699472,4283.491117,2529.5178,3628.723791,-1099.205969
29-05-17 13,1002.350378,4051.009898,2480.9915,3821.707685,-1340.71623
29-05-17 14,872.2558077,3610.029769,2980.5068,3881.662942,-901.1561062
29-05-17 15,678.3712682,2935.474981,3028.4717,2739.995254,288.4764259
29-05-17 16,433.2935681,2032.379838,2790.6768,242.1419949,2548.534763
29-05-17 17,184.3281446,966.9863123,2346.1965,0,2346.196533
29-05-17 18,59.48047627,248.6311425,1631.3241,281.068272,1350.255825
29-05-17 19,40.15760275,163.8509625,751.71545,802.7677539,-51.05229983
29-05-17 20,19.34623083,83.13590839,266.80753,216.2055926,50.60193308
29-05-17 21,0.001773575,0.004062066,105.68568,111.0524519,-5.366775345
29-05-17 22,0,0,11.634086,19.53058423,-7.896498574
29-05-17 23,0,0,-18.178438,0,-18.17843819
30-05-17 00,0,0,-23.247492,0,-23.24749184
30-05-17 01,0,0,-20.599949,0,-20.59994888
30-05-17 02,0,0,-13.385748,0,-13.38574791
30-05-17 03,0.006458006,0,-9.863177,0,-9.863177299
30-05-17 04,0.004661258,0,-9.369164,0,-9.369164467
30-05-17 05,14.6868316,45.0536718,-17.9807,0,-17.98069954
30-05-17 06,79.55284961,334.557263,-24.292488,0.008678826,-24.30116692
30-05-17 07,124.9975321,577.1036008,56.3677,56.14606585,0.221632815
30-05-17 08,379.8467582,1770.238937,273.46207,142.8204649,130.6416017
30-05-17 09,456.2391633,2067.713451,992.0175,599.1849453,392.8325718
30-05-17 10,366.5645114,1661.165713,1905.8768,1572.022323,333.8545085
30-05-17 11,276.567397,1262.93609,2527.8672,2855.63766,-327.7704722
30-05-17 12,912.3612713,3681.086656,3037.746,2444.46942,593.276674
30-05-17 13,950.2745471,3751.911985,3346.056,2993.622023,352.433885
30-05-17 14,769.0433002,3126.471572,3312.6133,3195.013893,117.5993885
30-05-17 15,584.8808511,2476.865188,2785.074,3712.96758,-927.8936053
30-05-17 16,341.3241487,1539.084361,1896.4021,2627.612911,-731.2108115
30-05-17 17,30.38204852,110.9881785,871.02057,2637.976187,-1766.955618
30-05-17 18,61.97901315,0,629.67126,1140.541923,-510.8706588
30-05-17 19,64.42036832,139.7525433,520.4737,656.3188191,-135.8451252
30-05-17 20,13.99459884,54.42221527,224.3666,384.6834611,-160.3168687
30-05-17 21,0,0,93.60425,198.6268244,-105.0225763
30-05-17 22,0,0,-2.3011086,44.85660163,-47.15771023
30-05-17 23,0,0,-17.122473,5.89E-05,-17.12253164
31-05-17 00,0,0,-17.875422,0,-17.87542152
31-05-17 01,0,0,-14.958394,0,-14.95839405
31-05-17 02,0,0,-12.936654,0,-12.93665409
31-05-17 03,0,0,-12.415536,0,-12.41553593
31-05-17 04,0.051514939,0,-15.780468,0,-15.78046799
31-05-17 05,18.15618715,58.78696092,-20.71906,0,-20.7190609
31-05-17 06,95.53776886,346.5509861,-29.125767,0,-29.12576675
31-05-17 07,281.1400822,1158.935659,70.42094,44.61381416,25.80712242
31-05-17 08,529.3451035,2383.147338,349.70578,333.221661,16.48411899
31-05-17 09,737.5209919,3146.837265,1176.9028,1427.404711,-250.5018786
31-05-17 10,894.5424601,3628.723791,2170.1636,2737.376889,-567.2133149
31-05-17 11,976.8399648,3821.707685,2776.0508,3638.201951,-862.1511698
31-05-17 12,1006.585284,3881.662942,2732.261,4143.054374,-1410.793388
31-05-17 13,674.6402271,2739.995254,2918.7256,4371.879037,-1453.153451
31-05-17 14,53.91337344,242.1419949,2842.8286,4335.810044,-1492.98143
31-05-17 15,7.411664639,0,3029.728,4119.096522,-1089.368494
31-05-17 16,71.31048289,281.068272,2615.9604,3696.883625,-1080.923176
31-05-17 17,165.9699608,802.7677539,2209.2676,3046.654072,-837.3864934
31-05-17 18,48.93135698,216.2055926,1318.1117,2123.644263,-805.532569
31-05-17 19,26.11793919,111.0524519,647.24274,1037.205452,-389.9627152
31-05-17 20,6.058557383,19.53058423,247.75235,254.9559731,-7.203623259
31-05-17 21,8.19E-05,0,80.67384,141.5204618,-60.84661838
31-05-17 22,0,0,10.8198,44.29477987,-33.47497949
31-05-17 23,0,0,-18.576044,0,-18.57604408
01-06-17 00,0,0,-23.508627,0,-23.50862694
01-06-17 01,0,0,-20.684725,0,-20.68472481
01-06-17 02,0,0,-13.398183,0,-13.39818287
01-06-17 03,0.026773454,0,-9.804844,0,-9.804843903
01-06-17 04,0.169512593,0.008678826,-8.694669,0,-8.69466877
01-06-17 05,14.92038182,56.14606585,-15.681512,0,-15.68151188
01-06-17 06,35.08496616,142.8204649,-23.209383,0.030485161,-23.23986817
01-06-17 07,135.6306634,599.1849453,43.893234,68.93083395,-25.0375997
01-06-17 08,337.7777889,1572.022323,248.30115,353.4898379,-105.1886904
01-06-17 09,623.1475091,2855.63766,1016.6202,1424.596799,-407.9766208
01-06-17 10,545.2069529,2444.46942,2038.1753,2660.81136,-622.6360666
01-06-17 11,695.0984075,2993.622023,2688.2834,3523.002819,-834.7193715
01-06-17 12,744.2451581,3195.013893,3188.0942,4033.934966,-845.8407273
01-06-17 13,889.4930445,3712.96758,3476.4126,4237.181781,-760.7691834
01-06-17 14,596.9399609,2627.612911,3441.9236,4192.185236,-750.261652
01-06-17 15,587.7659374,2637.976187,3214.0647,3971.67851,-757.6138127
01-06-17 16,241.2940014,1140.541923,2829.9446,3574.006614,-744.062034
01-06-17 17,135.8999718,656.3188191,2301.0925,2954.575323,-653.4827942
01-06-17 18,85.78822913,384.6834611,1602.3208,2048.342968,-446.0221672
01-06-17 19,49.24454935,198.6268244,841.93365,1001.056812,-159.123157
01-06-17 20,15.55708572,44.85660163,242.67557,281.2213316,-38.54576395
01-06-17 21,0.001717291,5.89E-05,70.068306,153.3752762,-83.30697024
01-06-17 22,0,0,23.36276,44.35024036,-20.98747982
01-06-17 23,3.59E-05,0,-10.294142,0,-10.29414177
02-06-17 00,0.012833272,0,-19.583944,0,-19.58394432
02-06-17 01,0.006838908,0,-22.428911,0,-22.42891121
02-06-17 02,0.07810393,0,-19.125666,0,-19.12566566
02-06-17 03,0.060007141,0,-10.423243,0,-10.42324257
02-06-17 04,0.189918643,0,-4.341571,0,-4.341570854
02-06-17 05,16.94125148,44.61381416,-4.356905,0,-4.356904984
02-06-17 06,108.8272337,333.221661,-14.055213,0,-14.05521297
02-06-17 07,321.8461224,1427.404711,44.62858,53.54915086,-8.920572673
02-06-17 08,570.6866408,2737.376889,309.23883,338.874904,-29.6360734
02-06-17 09,796.4056048,3638.201951,1156.3015,1394.725298,-238.4237848
02-06-17 10,960.5956072,4143.054374,2088.6833,2653.825968,-565.1426187
02-06-17 11,1050.59887,4371.879037,2784.8618,3486.153765,-701.291949
02-06-17 12,1064.779478,4335.810044,3244.3718,3961.041056,-716.6692294
02-06-17 13,1003.938552,4119.096522,3471.3237,4171.304195,-699.9804644
02-06-17 14,877.0129253,3696.883625,3413.6895,4159.714598,-746.0251452
02-06-17 15,683.0387967,3046.654072,3156.4966,3957.348048,-800.8514663
02-06-17 16,439.7265607,2123.644263,2784.0786,3422.764022,-638.6854089
02-06-17 17,189.9446259,1037.205452,2273.2266,2659.719996,-386.4934338
02-06-17 18,57.878206,254.9559731,1576.3345,1906.910635,-330.5761626
02-06-17 19,39.174034,141.5204618,834.61456,1012.861912,-178.2473486
02-06-17 20,15.5618101,44.29477987,254.1474,449.5991428,-195.4517429
02-06-17 21,0.034971,0,69.69915,155.2785434,-85.57939332
02-06-17 22,0,0,22.396008,58.9004659,-36.50445836
02-06-17 23,0,0,-11.138885,0,-11.13888454
03-06-17 00,0,0,-20.28352,0,-20.28351974
03-06-17 01,0,0,-22.455702,0,-22.45570183
03-06-17 02,0,0,-18.344633,0,-18.3446331
03-06-17 03,0,0,-9.14963,0,-9.149629593
03-06-17 04,0.223081231,0.030485161,-3.5742319,0,-3.574231863
03-06-17 05,20.79509076,68.93083395,-5.2908945,0,-5.290894508
03-06-17 06,110.7980855,353.4898379,-16.028017,0.000610934,-16.02862798
03-06-17 07,322.2776984,1424.596799,37.022743,107.6032968,-70.5805536
03-06-17 08,569.2015365,2660.81136,287.7513,419.5593372,-131.8080249
03-06-17 09,788.9788147,3523.002819,1107.2463,1136.19444,-28.9481025
03-06-17 10,951.2354161,4033.934966,2068.1904,1487.565662,580.6247675
03-06-17 11,1038.277531,4237.181781,2763.6345,1562.26609,1201.368431
03-06-17 12,1047.517882,4192.185236,3213.576,1522.43055,1691.145378
03-06-17 13,987.220793,3971.67851,3444.0327,1823.32372,1620.708994
03-06-17 14,863.6053378,3574.006614,3402.7512,1325.363052,2077.388169
03-06-17 15,681.3564152,2954.575323,3158.7188,278.2708083,2880.447942
03-06-17 16,437.8591866,2048.342968,2746.0757,771.6096054,1974.466078
03-06-17 17,190.8215498,1001.056812,2178.8896,976.0421215,1202.847527
03-06-17 18,66.21507179,281.2213316,1507.686,619.140101,888.5459342
03-06-17 19,43.26237061,153.3752762,815.1786,249.0000455,566.1785433
03-06-17 20,16.09581217,44.35024036,294.90524,291.0251539,3.880089005
03-06-17 21,0.075115623,0,68.2068,80.75344286,-12.54664049
03-06-17 22,0.000105106,0,25.507034,0,25.5070343
03-06-17 23,0.025382031,0,-12.255487,0,-12.25548744
04-06-17 00,0,0,-20.869259,0,-20.86925888
04-06-17 01,0.012980721,0,-22.71139,0,-22.71138954
04-06-17 02,0.242517816,0,-18.358292,0,-18.35829163
04-06-17 03,0.026052635,0,-9.501373,0,-9.501373291
04-06-17 04,0.369701811,0,-4.4137707,0,-4.413770676
04-06-17 05,19.19741821,53.54915086,-6.060434,0,-6.060433865
04-06-17 06,107.7023239,338.874904,-17.896973,0.008881064,-17.90585372
04-06-17 07,316.5774947,1394.725298,67.4062,50.97243648,16.43376012
04-06-17 08,565.515647,2653.825968,363.6918,341.9668559,21.72494705
04-06-17 09,784.007177,3486.153765,1136.3036,1406.550398,-270.2468096
04-06-17 10,943.7908304,3961.041056,1887.895,2554.629881,-666.7348616
04-06-17 11,1033.123413,4171.304195,2357.626,2914.025189,-556.399212
04-06-17 12,1044.999038,4159.714598,2551.3901,3667.646636,-1116.256499
04-06-17 13,992.359144,3957.348048,2636.3894,3801.5374,-1165.147995
04-06-17 14,826.6668518,3422.764022,2453.7231,2472.87854,-19.15539527
04-06-17 15,610.1415193,2659.719996,2150.7466,3142.013429,-991.2668467
04-06-17 16,403.6413384,1906.910635,2003.2577,2535.872609,-532.6149182
04-06-17 17,201.2115777,1012.861912,1679.6726,2913.155863,-1233.483256
04-06-17 18,101.696743,449.5991428,1272.738,1946.510789,-673.7727515
04-06-17 19,42.42092694,155.2785434,736.3232,956.5332283,-220.2100471
04-06-17 20,17.35089773,58.9004659,463.8011,349.7447482,114.0563382
04-06-17 21,0,0,143.48784,310.3364976,-166.8486589
04-06-17 22,0,0,-9.878441,46.30474117,-56.18318203
04-06-17 23,0,0,-20.354427,0,-20.35442734
05-06-17 00,0.006410334,0,-19.965065,0,-19.965065
05-06-17 01,0,0,-18.203552,0,-18.20355225
05-06-17 02,0,0,-16.099762,0,-16.09976196
05-06-17 03,0.045198191,0,-15.645569,0,-15.64556885
05-06-17 04,0.081792824,0.000610934,-20.376852,0,-20.37685204
05-06-17 05,26.26548847,107.6032968,-21.821865,0,-21.82186508
05-06-17 06,96.86653425,419.5593372,-30.134052,0,-30.13405228
05-06-17 07,265.1741082,1136.19444,77.92319,59.22582692,18.69736034
05-06-17 08,314.4235497,1487.565662,368.0406,149.6066469,218.4339415
05-06-17 09,320.93394,1562.26609,1191.9779,234.5053782,957.472527
05-06-17 10,311.3004801,1522.43055,2084.38,318.0569878,1766.322895
05-06-17 11,388.9634335,1823.32372,2564.8655,1663.826738,901.0387401
05-06-17 12,288.0545763,1325.363052,3022.4546,2131.228631,891.2259593
05-06-17 13,63.26561083,278.2708083,3204.1226,3524.399306,-320.2767475
05-06-17 14,163.3080556,771.6096054,2776.086,3415.574806,-639.4888683
05-06-17 15,205.7261665,976.0421215,2744.4492,3571.918307,-827.4690882
05-06-17 16,132.1648038,619.140101,2313.9783,2180.627345,133.3509261
05-06-17 17,57.60890538,249.0000455,2081.1372,402.1588022,1678.978405
05-06-17 18,64.70373378,291.0251539,1417.2643,210.1680942,1207.096188
05-06-17 19,20.72776865,80.75344286,710.4374,218.4042928,492.0330852
05-06-17 20,0.697999193,0,220.10155,200.9175146,19.18403263
05-06-17 21,0,0,97.53464,0,97.53463745
05-06-17 22,0.019528263,0,12.991843,0,12.99184322
05-06-17 23,0.032024791,0,-17.208994,0,-17.20899391
06-06-17 00,0.031985775,0,-23.987411,0,-23.9874115
06-06-17 01,0.013681328,0,-23.143227,0,-23.14322662
06-06-17 02,0.052165167,0,-16.517069,0,-16.51706886
06-06-17 03,0.100421792,0,-9.815672,0,-9.815671921
06-06-17 04,0.873988113,0.008881064,-7.0511146,0,-7.051114559
06-06-17 05,18.34587537,50.97243648,-12.287658,0,-12.28765774
06-06-17 06,100.6812866,341.9668559,-22.029978,0,-22.0299778
06-06-17 07,323.7509018,1406.550398,46.109814,70.37029868,-24.26048499
06-06-17 08,548.9777117,2554.629881,276.08395,334.8319853,-58.74803142
06-06-17 09,631.6131447,2914.025189,833.8493,1443.226656,-609.3773521
06-06-17 10,833.6474385,3667.646636,1523.5508,2109.907392,-586.3566105
06-06-17 11,911.8958831,3801.5374,2260.0352,2979.949746,-719.9145893
06-06-17 12,585.1403131,2472.87854,2613.16,3423.599896,-810.4399842
06-06-17 13,742.4435463,3142.013429,2979.7852,2516.235886,463.5492702
06-06-17 14,563.6133271,2535.872609,3141.088,3752.49513,-611.4072395
06-06-17 15,646.9091269,2913.155863,3176.371,4102.945541,-926.5744473
06-06-17 16,414.3861107,1946.510789,2609.1675,3684.352541,-1075.18506
06-06-17 17,185.5633626,956.5332283,1795.2375,3366.38898,-1571.151431
06-06-17 18,78.50434851,349.7447482,1030.9213,1670.257822,-639.3365576
06-06-17 19,69.57446897,310.3364976,448.1778,679.3565356,-231.1787402
06-06-17 20,13.16615744,46.30474117,204.16792,424.4051649,-220.2372419
06-06-17 21,0,0,-6.2283764,202.1003765,-208.3287529
06-06-17 22,0,0,-21.644176,39.04815035,-60.69232683
06-06-17 23,0,0,-23.454172,0,-23.45417213
07-06-17 00,0.006410333,0,-19.083086,0,-19.08308601
07-06-17 01,0.086112615,0,-14.648356,0,-14.64835644
07-06-17 02,0.188444348,0,-12.639891,0,-12.63989067
07-06-17 03,0.039099929,0,-13.140051,0,-13.14005089
07-06-17 04,0.003404247,0,-18.243338,0,-18.24333763
07-06-17 05,14.64157031,59.22582692,-20.734325,0,-20.73432541
07-06-17 06,33.70872533,149.6066469,-27.674118,0.059661601,-27.73377964
07-06-17 07,50.93472634,234.5053782,75.77821,133.857057,-58.07884348
07-06-17 08,67.72755194,318.0569878,327.16275,362.8106866,-35.64793639
07-06-17 09,341.7259783,1663.826738,1101.7229,1367.80799,-266.0850899
07-06-17 10,457.3610884,2131.228631,1992.0553,2625.032762,-632.9774642
07-06-17 11,840.0772546,3524.399306,2675.664,3513.84133,-838.1772677
07-06-17 12,814.9440751,3415.574806,3125.171,3979.124538,-853.95364
07-06-17 13,870.5713634,3571.918307,2865.2776,3194.879864,-329.6022764
07-06-17 14,504.3847502,2180.627345,3083.013,3117.942297,-34.92935712
07-06-17 15,86.31980146,402.1588022,3047.2585,3722.847412,-675.5888669
07-06-17 16,49.00054549,210.1680942,2677.7886,2571.077645,106.7109289
07-06-17 17,50.41756991,218.4042928,2240.0862,1843.411277,396.6749051
07-06-17 18,45.35495141,200.9175146,1239.5668,1810.516317,-570.9495443
07-06-17 19,1.920425778,0,459.29663,898.3007564,-439.0041256
07-06-17 20,0,0,146.1994,613.7717147,-467.5723128
07-06-17 21,0.019262771,0,65.96794,223.6134794,-157.6455382
07-06-17 22,0.006199657,0,13.897225,52.06938296,-38.17215758
07-06-17 23,0,0,-15.536518,0.00051325,-15.53703135
08-06-17 00,0.087317448,0,-22.901512,0,-22.90151215
08-06-17 01,0,0,-22.691618,0,-22.69161797
08-06-17 02,0,0,-16.493036,0,-16.49303627
08-06-17 03,0,0,-8.91291,0,-8.912910461
08-06-17 04,0.002126187,0,-5.700936,0,-5.700935841
08-06-17 05,18.00252616,70.37029868,-10.738973,0,-10.73897266
08-06-17 06,110.4926522,334.8319853,-20.087948,0.013243441,-20.10119129
08-06-17 07,331.9269608,1443.226656,76.35838,80.57306554,-4.214682364
08-06-17 08,447.7742766,2109.907392,367.45706,315.0770836,52.37997813
08-06-17 09,631.8090482,2979.949746,1150.7555,1371.101587,-220.3460941
08-06-17 10,764.3972964,3423.599896,2055.4773,2611.532449,-556.0551544
08-06-17 11,567.7131926,2516.235886,2709.4653,3493.033584,-783.568252
08-06-17 12,872.9985194,3752.49513,3121.694,3933.545213,-811.8511209
08-06-17 13,954.3990498,4102.945541,3059.1636,4210.258298,-1151.094724
08-06-17 14,835.2008593,3684.352541,2917.4587,4243.335784,-1325.877044
08-06-17 15,736.9314411,3366.38898,2887.9868,3951.706159,-1063.719343
08-06-17 16,343.4221697,1670.257822,2350.4834,3483.242296,-1132.758897
