 ;SB 5000TL-20 442 / Power / Mean Values  [W]0,
12:15 AM/ 6,
12:30 AM/ 6,
12:45 AM/ 6,
1:00 AM/ 6,
1:15 AM/ 6,
1:30 AM/ 6,
1:45 AM/ 6,
2:00 AM/ 6,
2:15 AM/ 6,
2:30 AM/ 6,
2:45 AM/ 6,
3:00 AM/ 6,
3:15 AM/ 6,
3:30 AM/ 6,
3:45 AM/ 6,
4:00 AM/ 6,
4:15 AM/ 6,
4:30 AM/ 6,
4:45 AM/ 6,
5:00 AM/ 6,0
5:15 AM/ 6,12.38
5:30 AM/ 6,39.14
5:45 AM/ 6,67.97
6:00 AM/ 6,112.76
6:15 AM/ 6,194.28
6:30 AM/ 6,278
6:45 AM/ 6,371.98
7:00 AM/ 6,612.32
7:15 AM/ 6,870.67
7:30 AM/ 6,1065.62
7:45 AM/ 6,1448.04
8:00 AM/ 6,1919.08
8:15 AM/ 6,2173.32
8:30 AM/ 6,2442.08
8:45 AM/ 6,2691.3
9:00 AM/ 6,2915.14
9:15 AM/ 6,3133.46
9:30 AM/ 6,3293
9:45 AM/ 6,3461.93
10:00 AM/ 6,3617.81
10:15 AM/ 6,3764.83
10:30 AM/ 6,3883.81
10:45 AM/ 6,3389.42
11:00 AM/ 6,3367.27
11:15 AM/ 6,3576.57
11:30 AM/ 6,4326.24
11:45 AM/ 6,3314.98
12:00 PM/ 6,4692.24
12:15 PM/ 6,3327.43
12:30 PM/ 6,4402.92
12:45 PM/ 6,3616.71
1:00 PM/ 6,4314.89
1:15 PM/ 6,4133.35
1:30 PM/ 6,3064.97
1:45 PM/ 6,3498.94
2:00 PM/ 6,4072.53
2:15 PM/ 6,3865.67
2:30 PM/ 6,3651.78
2:45 PM/ 6,3506.95
3:00 PM/ 6,3402.66
3:15 PM/ 6,3118.93
3:30 PM/ 6,2428.21
3:45 PM/ 6,763.2
4:00 PM/ 6,2771.81
4:15 PM/ 6,2521.08
4:30 PM/ 6,2235
4:45 PM/ 6,1796.5
5:00 PM/ 6,1352.32
5:15 PM/ 6,1627.76
5:30 PM/ 6,1111.21
5:45 PM/ 6,830.29
6:00 PM/ 6,781.87
6:15 PM/ 6,643.04
6:30 PM/ 6,445.37
6:45 PM/ 6,265.77
7:00 PM/ 6,307.66
7:15 PM/ 6,326.27
7:30 PM/ 6,253.46
7:45 PM/ 6,188.97
8:00 PM/ 6,147.03
8:15 PM/ 6,118.76
8:30 PM/ 6,87.95
8:45 PM/ 6,32.41
9:00 PM/ 6,0.14
9:15 PM/ 6,0
9:30 PM/ 6,
9:45 PM/ 6,
10:00 PM/ 6,
10:15 PM/ 6,
10:30 PM/ 6,
10:45 PM/ 6,
11:00 PM/ 6,
11:15 PM/ 6,
11:30 PM/ 6,
11:45 PM/ 6,
12:00 AM/ 7,
12:15 AM/ 7,
12:30 AM/ 7,
12:45 AM/ 7,
1:00 AM/ 7,
1:15 AM/ 7,
1:30 AM/ 7,
1:45 AM/ 7,
2:00 AM/ 7,
2:15 AM/ 7,
2:30 AM/ 7,
2:45 AM/ 7,
3:00 AM/ 7,
3:15 AM/ 7,
3:30 AM/ 7,
3:45 AM/ 7,
4:00 AM/ 7,
4:15 AM/ 7,
4:30 AM/ 7,
4:45 AM/ 7,
5:00 AM/ 7,0
5:15 AM/ 7,17.75
5:30 AM/ 7,77.62
5:45 AM/ 7,95.74
6:00 AM/ 7,136.33
6:15 AM/ 7,216.19
6:30 AM/ 7,307.87
6:45 AM/ 7,295.6
7:00 AM/ 7,451.16
7:15 AM/ 7,866.93
7:30 AM/ 7,1248.53
7:45 AM/ 7,1348.62
8:00 AM/ 7,1898.05
8:15 AM/ 7,2072.29
8:30 AM/ 7,2331.16
8:45 AM/ 7,2077.73
9:00 AM/ 7,2839.49
9:15 AM/ 7,2179.73
9:30 AM/ 7,1208.66
9:45 AM/ 7,1074.32
10:00 AM/ 7,2643.92
10:15 AM/ 7,3536.84
10:30 AM/ 7,3342.84
10:45 AM/ 7,3495.36
11:00 AM/ 7,3915.05
11:15 AM/ 7,3944.08
11:30 AM/ 7,4047.92
11:45 AM/ 7,2024.78
12:00 PM/ 7,3879.26
12:15 PM/ 7,2218.98
12:30 PM/ 7,2573.53
12:45 PM/ 7,2384.34
1:00 PM/ 7,2840
1:15 PM/ 7,3814.93
1:30 PM/ 7,3638.45
1:45 PM/ 7,2840.77
2:00 PM/ 7,1566.57
2:15 PM/ 7,1124.82
2:30 PM/ 7,3140.08
2:45 PM/ 7,3161.44
3:00 PM/ 7,3367.19
3:15 PM/ 7,3159.99
3:30 PM/ 7,2976.42
3:45 PM/ 7,2731.4
4:00 PM/ 7,2523.79
4:15 PM/ 7,2290.27
4:30 PM/ 7,2081.51
4:45 PM/ 7,1916.75
5:00 PM/ 7,1612.7
5:15 PM/ 7,1115.08
5:30 PM/ 7,1098.84
5:45 PM/ 7,906.77
6:00 PM/ 7,599.53
6:15 PM/ 7,520.53
6:30 PM/ 7,380.32
6:45 PM/ 7,313.49
7:00 PM/ 7,287.87
7:15 PM/ 7,
7:30 PM/ 7,
7:45 PM/ 7,
8:00 PM/ 7,
8:15 PM/ 7,
8:30 PM/ 7,
8:45 PM/ 7,
9:00 PM/ 7,
9:15 PM/ 7,
9:30 PM/ 7,
9:45 PM/ 7,
10:00 PM/ 7,
10:15 PM/ 7,
10:30 PM/ 7,
10:45 PM/ 7,
11:00 PM/ 7,
11:15 PM/ 7,
11:30 PM/ 7,
11:45 PM/ 7,
12:00 AM/ 8,
12:15 AM/ 8,
12:30 AM/ 8,
12:45 AM/ 8,
1:00 AM/ 8,
1:15 AM/ 8,
1:30 AM/ 8,
1:45 AM/ 8,
2:00 AM/ 8,
